chromosome	start	end	gene
1	52608046	52812357	ZFYVE9
1	52816269	52831865	CC2D1B
1	52838501	52870131	ORC1
1	52870236	52886511	PRPF38A
1	52888947	53018654	ZCCHC11
1	53068044	53074723	GPX7
1	53099016	53122737	FAM159A
1	53152508	53164038	COA7
1	53192181	53293014	ZYG11B
1	53308408	53360670	ZYG11A
1	53361656	53387439	ECHDC2
1	53392901	53517375	SCP2
1	53394346	53394444	MIR1273F
1	53400602	53400689	MIR5095
1	53405986	53406085	MIR1273G
1	53527885	53551174	PODN
1	53552855	53608249	SLC1A7
1	53662101	53679869	CPT2
1	53679771	53686289	C1orf123
1	53692564	53704282	MAGOH
1	53704282	53708455	RP5-1024G6.5
1	53711217	53793686	LRP8
1	53902708	53905238	SLC25A3P1
1	53925072	53933161	DMRTB1
1	53971910	54199877	GLIS1
1	54231133	54304533	NDC1
1	54317407	54355453	YIPF1
1	54359860	54376759	DIO1
1	54387234	54411602	HSPB11
1	54411750	54433841	LRRC42
1	54474506	54483803	LDLRAD1
1	54497349	54519111	TMEM59
1	54519274	54565416	TCEANC2
1	54519752	54519827	MIR4781
1	54569968	54571750	AL161915.1
1	54604668	54619443	CDCP2
1	54635333	54637997	AL357673.1
1	54638031	54662167	CYB5RL
1	54665840	54684051	MRPL37
1	54692305	54872092	SSBP3
1	54703710	54704736	SSBP3-AS1
1	55013901	55104865	ACOT11
1	55074855	55089229	FAM151A
1	55107466	55175932	MROH7
1	55181495	55208330	TTC4
1	55222571	55230187	PARS2
1	55245385	55266940	TTC22
1	55271775	55307925	C1orf177
1	55315306	55352891	DHCR24
1	55446465	55457966	TMEM61
1	55464606	55476556	BSND
1	55505221	55530525	PCSK9
1	55532032	55680786	USP24
1	55691314	55691396	MIR4422
1	56960419	57045241	PPAP2B
1	57110995	57181008	PRKAA2
1	57184477	57285044	C1orf168
1	57289352	57292593	RP11-378I13.1
1	57320479	57383894	C8A
1	57394883	57431688	C8B
1	57460451	57889729	DAB1
1	58326204	58328887	DAB1-AS1
1	58946391	59012472	OMA1
1	59041099	59043166	TACSTD2
1	59096513	59097202	RP4-592A1.2
1	59120411	59165764	MYSM1
1	59246465	59249785	JUN
1	59250832	59365266	LINC01135
1	59597608	59612547	RP11-470E16.1
1	59762653	60228396	FGGY
1	60198899	60198968	MIR4711
1	60238467	60254520	RP4-782L23.1
1	60280533	60342050	HOOK1
1	60358980	60392462	CYP2J2
1	60456066	60539442	C1orf87
1	61125303	61291256	RP11-436K8.1
1	61547534	61921234	NFIA
1	61714668	61719182	RP5-833A20.1
1	62119866	62120580	RP11-430G17.1
1	62146721	62191095	TM2D1
1	62208149	62629592	INADL
1	62544458	62544531	MIR3116-2
1	62660503	62678000	L1TD1
1	62702651	62785085	KANK4
1	62902326	62917475	USP1
1	62920569	63153953	DOCK7
1	63063158	63071830	ANGPTL3
1	63073437	63075249	AL138847.1
1	63154153	63176365	RP11-230B22.1
1	63249806	63331184	ATG4C
1	63655660	63781758	LINC00466
1	63788730	63790797	FOXD3
1	63833261	63904233	ALG6
1	63906444	63988865	ITGB3BP
1	63989061	64038364	EFCAB7
1	64014588	64015405	DLEU2L
1	64088764	64125892	PGM1
1	64239714	64647181	ROR1
1	64571005	64636980	RP11-24J23.2
1	64669490	64710027	UBE2U
1	64936475	65158741	CACHD1
1	65045530	65045606	MIR4794
1	65210778	65298915	RAVER2
1	65298912	65432187	JAK1
1	65437908	65458695	RP11-182I10.3
1	65523438	65523525	MIR3671
1	65524117	65524191	MIR101-1
1	65613513	65697828	AK4
1	65775228	65880959	DNAJC6
1	65886335	66107242	LEPR
1	65886270	65901690	LEPROT
1	66258197	66839961	PDE4B
1	66508183	66516401	RP11-397C12.1
1	66999965	67213982	SGIP1
1	67094123	67094200	MIR3117
1	67131547	67142710	AL139147.1
1	67218143	67244470	TCTEX1D1
1	67263424	67266939	INSL5
1	67278568	67390570	WDR78
1	67390642	67451367	MIER1
1	67465015	67519782	SLC35D1
1	67557848	67697535	C1orf141
1	67632083	67725662	IL23R
1	67773047	67862583	IL12RB2
1	67876721	67896069	SERBP1
1	68150744	68154021	GADD45A
1	68167149	68299150	GNG12
1	68297986	68668670	GNG12-AS1
1	68511645	68517314	DIRAS3
1	68564156	68698228	WLS
1	68649201	68649293	MIR1262
1	68894505	68915642	RPE65
1	68939835	68962797	DEPDC1
1	68962359	69004310	RP4-694A7.4
1	70225858	70587926	LRRC7
1	70385005	70386000	PIN1P1
1	70610488	70671303	LRRC40
1	70671407	70718735	SRSF11
1	70726271	70820405	ANKRD13C
1	70820519	70833704	HHLA3
1	70876955	70905253	CTH
1	71172136	71252151	RP5-952N6.1
1	71418115	71513471	PTGER3
1	71528974	71546980	ZRANB2
1	71533314	71533399	MIR186
1	71873316	71888658	ZRANB2-AS2
1	71861623	72748417	NEGR1
1	72259915	72302695	NEGR1-IT1
1	73230714	73245974	RP11-262K1.1
1	73771853	73804560	RP4-598G3.1
1	74491715	74663871	LRRIQ3
1	74663926	74673120	FPGT
1	74663919	75009666	FPGT-TNNI3K
1	74663947	75010108	TNNI3K
1	74935562	74978298	LRRC53
1	75033795	75139422	C1orf173
1	75171174	75199092	CRYZ
1	75198840	75232358	TYW3
1	75594119	75627218	LHX8
1	75670160	76076769	SLC44A5
1	76190465	76228494	ACADM
1	76251886	76260764	RABGGTB
1	76252757	76252835	SNORD45C
1	76253574	76253657	SNORD45A
1	76255162	76255233	SNORD45B
1	76262567	76378923	MSH4
1	76384558	76398116	ASB17
1	76477009	76485041	RP11-550H2.1
1	76540404	77100286	ST6GALNAC3
1	77333126	77531396	ST6GALNAC5
1	77554675	77685111	PIGK
1	77747736	78025651	AK5
1	78030185	78148343	ZZZ3
1	78161676	78225537	USP33
1	78245309	78344106	FAM73A
1	78347033	78355224	NEXN-AS1
1	78354313	78408909	NEXN
1	78414090	78444770	FUBP1
1	78470538	78483648	DNAJB4
1	78511586	78604133	GIPC2
1	78695283	78759574	RP11-183M13.1
1	78956757	79005434	PTGFR
1	79086088	79111830	IFI44L
1	79115516	79129763	IFI44
1	79355449	79472403	ELTD1
1	81001440	81112473	RP5-887A10.1
1	82266082	82457880	LPHN2
1	81979565	82023387	RP5-837I24.2
1	83439565	83450605	RP11-170N11.1
1	83911736	83920454	RP11-413G15.1
1	84041459	84326679	RP11-475O6.1
1	84330711	84464815	TTLL7
1	84609954	84704181	PRKACB
1	84764049	84816479	SAMD13
1	84831111	84863514	UOX
1	84864215	84880701	DNASE2B
1	84944950	84963473	RPF1
1	84964012	84972248	GNG5
1	85015289	85040147	CTBS
1	85093913	85100703	C1orf180
1	85109390	85156228	SSX2IP
1	85277285	85331842	LPAR3
1	85391268	85462623	MCOLN2
1	85528004	85598820	WDR63
1	85483765	85514129	MCOLN3
1	85599477	85599556	MIR4423
1	85622556	85666729	SYDE2
1	85717651	85725325	C1orf52
1	85731931	85742773	BCL10
1	85784168	85930823	DDAH1
1	86046444	86049645	CYR61
1	86118491	86174101	ZNHIT6
1	86194916	86622446	COL24A1
1	86814344	86861945	ODF2L
1	86889769	86922241	CLCA2
1	86934051	86965942	CLCA1
1	87012761	87046437	CLCA4
1	87099959	87121059	CLCA3P
1	87170578	87208951	SH3GLB1
1	87250596	87251150	RP4-612B15.2
1	87328132	87380048	SEP15
1	87380357	87575681	HS2ST1
1	87458692	87634884	RP5-1052I5.2
1	87597686	87602352	LINC01140
1	87794151	87814606	LMO4
1	87819207	87837338	RP4-544H6.2
1	89003196	89150887	RP11-76N22.2
1	89149905	89301938	PKN2
1	89318615	89357301	GTF2B
1	89401499	89458604	CCBL2
1	89445142	89458643	RBMXL1
1	89472349	89488565	GBP3
1	89518002	89531043	GBP1
1	89573683	89591797	GBP2
1	89597434	89641723	GBP7
1	89646831	89664615	GBP4
1	89724638	89738544	GBP5
1	89755359	89756020	RP4-620F22.3
1	89829617	89852020	GBP6
1	89875878	89891802	GBP1P1
1	89990462	90063423	LRRC8B
1	90091820	90098306	RP5-1007M22.2
1	90098631	90185092	LRRC8C
1	90254473	90256051	RP5-943J3.1
1	90286591	90402170	LRRC8D
1	90459152	90459880	GEMIN8P4
1	90460674	90494097	ZNF326
1	91177096	91182794	BARHL2
1	91295104	91301718	RP4-665J23.1
1	91380859	91487030	ZNF644
1	91726323	91870426	HFM1
1	91966665	91991321	CDC7
1	92145902	92351787	TGFBR3
1	92414928	92479978	BRDT
1	92495539	92529093	EPHX4
1	92545893	92613393	BTBD8
1	92632609	92650280	KIAA1107
1	92683497	92711370	C1orf146
1	92711959	92764533	GLMN
1	92764522	92867613	RPAP2
1	92940319	92949511	GFI1
1	92974253	93257961	EVI5
1	93297582	93307481	RPL5
1	93302846	93302940	SNORD21
1	93306276	93306408	SNORA66
1	93307724	93427057	FAM69A
1	93544795	93604638	MTF2
1	93615299	93646285	TMED5
1	93646281	93744287	CCDC18
1	93776726	93811368	RP4-717I23.3
1	93811445	93835055	DR1
1	93913688	94020216	FNBP1L
1	94027348	94312706	BCAR3
1	94057756	94060341	RP5-1033H22.2
1	94312388	94312467	MIR760
1	94333373	94344762	DNTTIP2
1	94350761	94374966	GCLM
1	94458393	94586688	ABCA4
1	94637307	94703121	ARHGAP29
1	94798823	94800404	RP11-148B18.3
1	94884011	94984219	ABCD3
1	94994781	95007356	F3
1	95123089	95285837	LINC01057
1	95211416	95211456	MIR378G
1	95285906	95360802	SLC44A3
1	95362507	95392834	CNN3
1	95393584	95428826	RP4-639F20.1
1	95439963	95538501	ALG14
1	95527152	95533101	RP11-313A24.1
1	95582894	95663163	TMEM56
1	95583479	95710511	TMEM56-RWDD3
1	95628775	95699538	RP11-57H12.3
1	95699711	95712781	RWDD3
1	95776484	95783819	RP4-586O15.1
1	95816807	95817810	RP11-14O19.1
1	95940293	95944912	RP4-617C6.1
1	95975896	95981020	RP11-286B14.1
1	96457545	96488436	RP11-147C23.1
1	96719625	96839681	RP5-898J17.1
1	97187378	97280349	PTBP2
1	97543299	98386579	DPYD
1	97561479	97788511	DPYD-AS1
1	98262521	98263622	DPYD-AS2
1	98453556	98515419	MIR137HG
1	98676303	98738214	RP5-1070A16.1
1	99127279	99226056	SNX7
1	99356528	99470449	LPPR5
1	99469832	99614408	RP5-896L10.1
1	99729509	99775146	LPPR4
1	99937971	99999571	RP11-413P11.1
1	100111499	100160097	PALMD
1	100174259	100231349	FRRS1
1	100316045	100389576	AGL
1	100435345	100489009	SLC35A3
1	100503653	100548933	HIAT1
1	100549119	100598511	SASS6
1	100598719	100616053	TRMT13
1	100614409	100643771	LRRC39
1	100652475	100715390	DBT
1	100729565	100731676	RP11-305E17.6
1	100731805	100757327	RTCA
1	100746797	100746864	MIR553
1	100818047	100965016	CDC14A
1	101003693	101007574	GPR88
1	101092605	101106169	RP11-84O12.4
1	101185316	101204601	VCAM1
1	101337943	101361554	EXTL2
1	101361632	101447309	SLC30A7
1	101455619	101491328	DPH5
1	101455761	101457653	AC093157.1
1	101461029	101461816	RP11-421L21.2
1	101548010	101552817	RP11-421L21.3
1	101701239	101702084	RP4-575N6.4
1	101702444	101707074	S1PR1
1	102268130	102462586	OLFM3
1	102358661	102359603	DNAJA1P5
1	103342023	103574047	COL11A1
1	103820969	103835986	RP11-347K2.2
1	103960701	104068105	RP11-153F1.1
1	104068321	104097734	RNPC3
1	104097322	104122151	AMY2B
1	104159999	104168402	AMY2A
1	104198377	104207173	AMY1A
1	104230040	104238912	AMY1B
1	104293028	104301312	AMY1C
1	104615645	104619709	RP11-364B6.1
1	106144774	106161580	RP11-251P6.1
1	107599301	107601916	PRMT6
1	107683442	108025030	NTNG1
1	108113782	108507766	VAV3
1	108507065	108537229	VAV3-AS1
1	108676658	108742980	SLC25A24
1	108765963	108786689	NBPF4
1	108803818	108816311	RP11-483I13.2
1	108918421	109013624	NBPF6
1	108963311	108975806	RP11-131J3.1
1	109102711	109181949	FAM102B
1	109190917	109204148	HENMT1
1	109234945	109244425	PRPF38B
1	109255279	109285362	FNDC7
1	109289310	109352148	STXBP3
1	109358520	109399716	AKNAD1
1	109399839	109401146	SPATA42
1	109417972	109477167	GPSM2
1	109472130	109506111	CLCC1
1	109512836	109584608	WDR47
1	109606762	109618624	TAF13
1	109632425	109639556	TMEM167B
1	109642815	109643241	SCARNA2
1	109648573	109656479	C1orf194
1	109656623	109745851	KIAA1324
1	109756540	109780742	SARS
1	109792641	109818372	CELSR2
1	109822179	109825790	PSRC1
1	109834987	109849663	MYBPHL
1	109852192	109940573	SORT1
1	109941653	109968973	PSMA5
1	110009250	110024759	SYPL2
1	110026561	110035356	ATXN7L2
1	110036736	110039184	CYB561D1
1	110046797	110052304	AMIGO1
1	110082494	110089882	GPR61
1	110091233	110136975	GNAI3
1	110141515	110141589	MIR197
1	110145889	110155679	GNAT2
1	110163276	110174673	AMPD2
1	110198703	110204322	GSTM4
1	110210688	110217908	GSTM2
1	110230442	110236367	GSTM1
1	110254877	110260888	GSTM5
1	110276554	110284384	GSTM3
1	110292703	110306649	EPS8L3
1	110453255	110473614	CSF1
1	110527308	110566357	AHCYL1
1	110577238	110597263	STRIP1
1	110602616	110613322	ALX3
1	110655062	110656569	UBL4B
1	110693108	110744824	SLC6A17
1	110751456	110752609	KCNC4-AS1
1	110754095	110776666	KCNC4
1	110828997	110881793	RP5-1074L1.1
1	110881128	110889299	RBM15
1	110905470	110933704	SLC16A4
1	110951275	110960934	LAMTOR5-AS1
1	110943875	110950564	LAMTOR5
1	110993822	110999976	PROK1
1	111023374	111033899	CYMP
1	111030302	111032880	RP11-470L19.2
1	111059839	111061797	KCNA10
1	111144633	111150051	KCNA2
1	111196182	111199662	RP11-284N8.3
1	111214310	111217655	KCNA3
1	111415776	111442550	CD53
1	111489807	111506701	LRIF1
1	111659955	111682662	DRAM2
1	111682249	111727724	CEPT1
1	111729796	111743311	DENND2D
1	111743393	111786061	CHI3L2
1	111822681	111828730	CHIAP2
1	111833538	111863179	CHIA
1	111888910	111895635	PIFO
1	111925482	111934441	PGCP1
1	111956936	111970399	OVGP1
1	111982512	111991998	WDR77
1	111991558	112005395	ATP5F1
1	112016414	112021134	C1orf162
1	112025970	112046110	ADORA3
1	112162405	112259313	RAP1A
1	112142277	112150940	LINC01160
1	112264686	112282046	FAM212B
1	112282463	112290420	FAM212B-AS1
1	112297927	112310638	DDX20
1	112318431	112531777	KCND3
1	112396384	112399527	KCND3-IT1
1	112938803	113003786	CTTNBP2NL
1	113051400	113065288	WNT2B
1	113066140	113162040	ST7L
1	113161795	113214241	CAPZA1
1	113217043	113243368	MOV10
1	113243755	113249749	RHOC
1	113245270	113253977	RP11-426L16.10
1	113252616	113258099	PPM1J
1	113263041	113269857	FAM19A3
1	113362796	113393265	RP11-426L16.8
1	113454474	113498685	SLC16A1
1	113466045	113466959	AKR7A2P1
1	113499083	113511609	SLC16A1-AS1
1	113554309	113615727	RP11-31F15.2
1	113615831	113674882	LRIG2
1	113933581	114228545	MAGI3
1	114239827	114302098	PHTF1
1	114304454	114355098	RSBN1
1	114356433	114414381	PTPN22
1	114399257	114443859	AP4B1-AS1
1	114423325	114430169	BCL2L15
1	114437370	114447620	AP4B1
1	114447763	114456708	DCLRE1B
1	114466623	114471880	RP5-1073O3.7
1	114472332	114520426	HIPK1
1	114522065	114524876	OLFML3
1	114631914	114695539	SYT6
1	114935399	115053781	TRIM33
1	115110178	115124260	BCAS2
1	115125471	115212656	DENND2C
1	115215719	115238207	AMPD1
1	115247090	115259515	NRAS
1	115259537	115292811	CSDE1
1	115312100	115323306	SIKE1
1	115397424	115537991	SYCP1
1	115572415	115576941	TSHB
1	115590632	115632085	TSPAN2
1	115828539	115880857	NGF
1	116184574	116240845	VANGL1
1	116242628	116311402	CASQ2
1	116379313	116386538	NHLH2
1	116461997	116468529	RP11-12L8.1
1	116519119	116612675	SLC22A15
1	116654376	116677861	MAB21L3
1	116916489	116947394	ATP1A1
1	116915890	116926718	AL136376.1
1	116948134	116961186	ATP1A1OS
1	116995268	117021464	RP4-655J12.4
1	117057157	117113661	CD58
1	117102646	117102733	MIR548AC
1	117117031	117210314	IGSF3
1	117214371	117214449	MIR320B1
1	117236734	117249225	C1orf137
1	117297007	117311850	CD2
1	117452679	117532980	PTGFRN
1	117544382	117579167	CD101
1	117568104	117602112	RP11-27K13.3
1	117602925	117650075	TTF2
1	117637265	117637350	MIR942
1	117653682	117664350	TRIM45
1	117686209	117753556	VTCN1
1	117910071	118071494	MAN1A2
1	118146621	118148392	AL157902.3
1	118148556	118170994	FAM46C
1	118320709	118321128	AL390877.1
1	118406107	118472253	GDAP2
1	118472391	118509165	WDR3
1	118496487	118727846	SPAG17
1	119425669	119532179	TBX15
1	119573844	119683294	WARS2
1	119683048	119726446	RP11-418J17.1
1	119911461	119936751	HAO2
1	119911569	119912954	HAO2-IT1
1	119957554	119965658	HSD3B2
1	120049826	120057677	HSD3B1
1	120106689	120114690	HSD3BP4
1	120140325	120141894	LINC00622
1	120162045	120190396	ZNF697
1	120254510	120286838	PHGDH
1	120290619	120311517	HMGCS2
1	120336641	120354203	REG4
1	120436156	120439118	ADAM30
1	120454176	120612240	NOTCH2
1	120619223	120619698	RP11-114O18.1
1	120839005	120855681	FAM72B
1	120906028	120915073	HIST2H2BA
1	120926979	120935937	FCGR1B
1	121102017	121139765	RP11-343N15.1
1	142619123	142665640	RP11-417J8.3
1	142667289	142667363	MIR3118-1
1	143163750	143163822	MIR3118-2
1	143211628	143226664	RP11-782C8.5
1	143354963	143465438	RP11-435B5.4
1	143377281	143398889	RP11-435B5.5
1	143424141	143424215	MIR3118-3
1	143647014	143647177	RNVU1-1
1	143687359	143687519	RNVU1-3
1	143767144	143767881	PPIAL4G
1	143896452	143913143	FAM72D
1	144146812	144224481	NBPF8
1	144275918	144284857	LINC00623
1	144311213	144311376	RNVU1-4
1	144339738	144521058	AL592284.1
1	144363462	144364246	PPIAL4B
1	144456138	144521291	RP11-640M9.1
1	144491442	144491605	RNVU1-5
1	144811748	144830413	NBPF9
1	144851427	144995022	PDE4DIP
1	144989309	144991365	AL590452.1
1	145018395	145018959	RP11-326G21.1
1	145224599	145285912	NOTCH2NL
1	145293371	145368684	NBPF10
1	145373054	145382397	RP11-458D21.1
1	145382757	145382920	RNVU1-6
1	145413278	145417545	HFE2
1	145438469	145442635	TXNIP
1	145456236	145470387	POLR3GL
1	145470508	145475646	ANKRD34A
1	145477085	145501669	LIX1L
1	145507598	145513536	RBM8A
1	145514188	145515899	GNRHR2
1	145516252	145523730	PEX11B
1	145524891	145543868	ITGA10
1	145549230	145568526	ANKRD35
1	145575989	145586546	PIAS3
1	145586115	145589439	NUDT17
1	145592605	145610884	POLR3C
1	145611036	145696218	RNF115
1	145695798	145706861	CD160
1	145743263	145764074	PDZK1
1	145764411	145827073	GPR89A
1	145827205	145833118	WI2-925H4.1
1	145883868	145924373	GPR89C
1	145924388	145942619	PDZK1P1
1	145969270	145969433	RNVU1-7
1	146034239	146082633	NBPF11
1	146138539	146149334	RP4-565E6.1
1	146374056	146467744	NBPF12
1	146392310	146392852	PFN1P8
1	146492879	146596107	NBPF13P
1	146626685	146644123	PRKAB2
1	146644951	146683136	RP11-337C18.8
1	146657838	146697230	FMO5
1	146649692	146651201	PDIA3P1
1	146714334	146767443	CHD1L
1	146986158	146989699	LINC00624
1	147013182	147098017	BCL9
1	147114034	147142618	ACP6
1	147228332	147245484	GJA5
1	147374946	147381393	GJA8
1	147400506	147465571	GPR89B
1	147466094	147484331	RP6-74O6.2
1	147511004	147511167	RNVU1-9
1	147575937	147599549	NBPF24
1	147631967	147632428	BX842679.1
1	147635156	147647175	XXyac-YX155B6.5
1	147767287	147769663	RP11-495P10.5
1	147834502	147834665	RNVU1-10
1	147874868	147875028	RNVU1-12
1	147954635	147955419	PPIAL4A
1	148003642	148025848	NBPF14
1	148201752	148202536	PPIAL4D
1	148241465	148241628	RNVU1-14
1	148250249	148347051	NBPF20
1	148560843	148596267	NBPF15
1	148604908	148605072	RNVU1-15
1	148739443	148758311	NBPF16
1	148766938	148767102	RNVU1-16
1	148864594	148865175	NKAIN1P1
1	148928345	148951595	RP11-14N7.2
1	149194106	149194269	RNVU1-17
1	149224058	149224221	RNVU1-18
1	149239868	149265510	RP11-403I13.4
1	149284645	149286975	LINC00869
1	149400131	149400542	HIST2H3PS2
1	149449934	149459549	FAM72C
1	149514090	149514256	RNVU1-19
1	149553003	149553787	PPIAL4C
1	149580524	149582604	RP11-353N4.6
1	149605917	149606079	RNVU1-20
1	149675978	149676609	FAM231D
1	149754246	149764074	FCGR1A
1	149754245	149783928	HIST2H2BF
1	149784826	149785236	HIST2H3D
1	149804227	149804942	HIST2H4A
1	149811110	149812765	HIST2H3C
1	149813505	149814478	HIST2H2AA3
1	149821760	149822339	HIST2H2BC
1	149822643	149823191	HIST2H2AA4
1	149824181	149825836	HIST2H3A
1	149830749	149832714	HIST2H4B
1	149856010	149858232	HIST2H2BE
1	149858525	149858961	HIST2H2AC
1	149859019	149859466	HIST2H2AB
1	149859440	149872044	BOLA1
1	149874870	149889434	SV2A
1	149895209	149900236	SF3B4
1	149900546	149908791	MTMR11
1	149909705	149982625	OTUD7B
1	150039369	150117505	VPS45
1	150122170	150132260	PLEKHO1
1	150190717	150208504	ANP32E
1	150229554	150237478	CA14
1	150237804	150241399	APH1A
1	150240600	150253327	C1orf54
1	150255229	150259505	C1orf51
1	150266340	150281414	MRPS21
1	150293925	150325671	PRPF3
1	150337187	150446032	RPRD2
1	150459893	150480078	TARS2
1	150480552	150486030	ECM1
1	150488233	150490508	LINC00568
1	150521898	150533408	ADAMTSL4
1	150521897	150524367	AL356356.1
1	150524405	150524490	MIR4257
1	150533480	150533969	ADAMTSL4-AS1
1	150547032	150552066	MCL1
1	150595207	150602052	ENSA
1	150618701	150669500	GOLPH3L
1	150670729	150693352	HORMAD1
1	150702672	150738433	CTSS
1	150768684	150780799	CTSK
1	150782181	150849244	ARNT
1	150898815	150937211	SETDB1
1	150937649	150947440	CERS2
1	150954493	150968110	ANXA9
1	150969576	150980851	FAM63A
1	150980953	151008189	PRUNE
1	151009046	151020076	BNIPL
1	151020216	151023896	C1orf56
1	151023447	151042801	CDC42SE1
1	151030234	151040970	MLLT11
1	151043080	151098018	GABPB2
1	151104161	151118933	SEMA6C
1	151129105	151132225	TNFAIP8L2
1	151138518	151142773	SCNM1
1	151132224	151138395	LYSMD1
1	151142463	151148492	TMOD4
1	151148938	151162634	VPS72
1	151171051	151220364	PIP5K1A
1	151227179	151239955	PSMD4
1	151252500	151254405	RP11-126K1.2
1	151254788	151264379	ZNF687
1	151264413	151300133	PI4KB
1	151313116	151319727	RFX5
1	151319443	151320503	RP11-126K1.6
1	151336778	151345209	SELENBP1
1	151372010	151374420	PSMB4
1	151375200	151431941	POGZ
1	151483873	151511168	CGN
1	151512781	151556059	TUFT1
1	151518272	151518367	MIR554
1	151584558	151671567	SNX27
1	151674881	151689290	CELF3
1	151694013	151702076	RIIAD1
1	151682909	151702070	AL589765.1
1	151732119	151736040	MRPL9
1	151735445	151743805	OAZ3
1	151745970	151763892	TDRKH
1	151763318	151766878	RP11-98D18.9
1	151772740	151778630	LINGO4
1	151779433	151804348	RORC
1	151810295	151813033	C2CD4D
1	151819739	151826173	THEM5
1	151846060	151882284	THEM4
1	151955391	151966866	S100A10
1	151967007	152015250	NBPF18P
1	152004982	152009511	S100A11
1	152056620	152061540	TCHHL1
1	152078793	152086556	TCHH
1	152126071	152131704	RPTN
1	152285935	152338051	FLG-AS1
1	152184558	152196669	HRNR
1	152274651	152297679	FLG
1	152321211	152332482	FLG2
1	152381719	152386739	CRNN
1	152483320	152484653	LCE5A
1	152486978	152488486	CRCT1
1	152538130	152539248	LCE3E
1	152551857	152552980	LCE3D
1	152573138	152573562	LCE3C
1	152586287	152586574	LCE3B
1	152595310	152595579	LCE3A
1	152635872	152637135	LCE2D
1	152658599	152659877	LCE2B
1	152647771	152649050	LCE2C
1	152670840	152671918	LCE2A
1	152680636	152681967	LCE4A
1	152691998	152692905	C1orf68
1	152730506	152734529	KPRP
1	152748848	152749445	LCE1F
1	152758753	152760902	LCE1E
1	152769227	152770657	LCE1D
1	152777311	152779107	LCE1C
1	152784447	152785585	LCE1B
1	152799949	152800573	LCE1A
1	152815344	152816459	LCE6A
1	152850793	152857523	SMCP
1	152881021	152884362	IVL
1	152902516	152921686	RP1-13P20.6
1	152943142	152945050	SPRR4
1	152956557	152958289	SPRR1A
1	152974223	152976331	SPRR3
1	153003678	153005376	SPRR1B
1	153012304	153014407	SPRR2D
1	153028589	153030013	SPRR2A
1	153042717	153044084	SPRR2B
1	153065611	153078660	SPRR2E
1	153084590	153085991	SPRR2F
1	153122058	153123345	SPRR2G
1	153146994	153164152	RP1-140J1.1
1	153175919	153177596	LELP1
1	153190060	153191793	PRR9
1	153232176	153234598	LOR
1	153270338	153283194	PGLYRP3
1	153302596	153321022	PGLYRP4
1	153330330	153333503	S100A9
1	153346184	153348125	S100A12
1	153362508	153363664	S100A8
1	153389000	153395701	S100A7A
1	153409534	153412425	S100A7L2
1	153430220	153433177	S100A7
1	153507075	153508720	S100A6
1	153509623	153514241	S100A5
1	153516089	153518361	S100A4
1	153519805	153521848	S100A3
1	153533584	153538341	S100A2
1	153579362	153581813	S100A16
1	153586731	153589462	S100A14
1	153591280	153606568	S100A13
1	153600873	153604513	S100A1
